Header
;johnnycash;willienelson;dollyparton;hankwilliams;faithhill;dixiechicks;garthbrooks;kennyrogers;timmcgraw;hanksnow;brooksanddunn;leehazlewood;kennychesney;jimreeves;rogermiller;kriskristofferson;bobdylan;jonimitchell;leonardcohen;joanbaez;townesvanzandt;peteseeger;suzannevega;tracychapman;timbuckley;steeleyespan;woodyguthrie;donovan;catstevens;johndenver;donmclean;crosbystillsnash;milesdavis;davebrubeck;billieholiday;dukeellington;djangoreinhardt;glennmiller;ellafitzgerald;louisarmstrong;natkingcole;herbiehancock;ninasimone;johncoltrane;charlieparker;countbasie;theloniousmonk;cannonballadderley;johnleehooker;muddywaters;tajmahal;johnmayall;bigbillbroonzy;bbking;howlinwolf;williedixon;blindlemonjefferson;blindwilliemctell;mississippijohnhurt;tbonewalker;ettajames;lightninhopkins;otisrush;albertking;jamesbrown;marvingaye;otisredding;solomonburke;samcooke;arethafranklin;algreen;thetemptations;thedrifters;fatsdomino;thesupremes;isaachayes;aliciakeys;erykahbadu;indiaarie;jillscott;ironmaiden;megadeth;slayer;sepultura;blacksabbath;anthrax;alicecooper;deeppurple;defleppard;acdc;judaspriest;kiss;metallica;pantera;queensryche;skidrow;nirvana;beck;smashingpumpkins;radiohead;belleandsebastian;aliceinchains;echoandthebunnymen;sonicyouth;weezer;pearljam;foofighters;hole;bush;thesmiths;depechemode;janesaddiction;pattismith;sexpistols;sidvicious;ramones;badreligion;theclash;nofx;deadkennedys;buzzcocks;greenday;blink182;sum41;themisfits;rancid;screechingweasel;pennywise;eminem;drdre;publicenemy;missyelliot;cypresshill;50cent;rundmc;grandmasterflash;2pac;snoopdogg;jayz;bustarhymes;llcoolj;dmx;icecube;mystikal;aphextwin;daftpunk;kraftwerk;chemicalbrothers;fatboyslim;basementjaxx;carlcox;moloko;pauloakenfold;prodigy;armandvanhelden;moby;massiveattack;mouseonmars;jimitenor;underworld;bobmarley;jimmycliff;petertosh;ziggymarley;seanpaul;alphablondy;shaggy;maxipriest;shabbaranks;ub40;innercircle;desmonddekker;capleton;bountykiller;eddygrant;blackuhuru;therollingstones;theanimals;thefaces;thekinks;thewho;elvispresley;chuckberry;littlerichard;jerryleelewis;buddyholly;bodiddley;billhaley;chubbychecker;theyardbirds;carlperkins;genevincent;madonna;britneyspears;nsync;justintimberlake;abba;michaeljackson;janetjackson;prince;spicegirls;christinaaguilera;robbiewilliams;nellyfurtado;avrillavigne;jenniferlopez;otown;shakira;wolfgangamadeusmozart;ludwigvanbeethoven;johannsebastianbach;josephhaydn;johannesbrahms;fredericchopin;antonindvorak;gustavmahler;franzschubert;antoniovivaldi;richardwagner;herbertvonkarajan;yehudimenuhin;georgfriedrichhaendel;tchaikovsky;giuseppeverdi;
brooksanddunn;0,565577;0,599092;0,608288;0,608829;0,587504;0,621106;0,695283;0,654672;0,691252;0,654224;1;0,415773;0,695653;0,588704;0,612174;0,562117;0,01396;0;0;0,015779;0,289588;0,017606;0;0;0;0;0,177192;0;0;0,49904;0,004212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,018749;0;0;0;0;0,023705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,052058;0;0;0,044666;0,007514;0;0;0;0;0,155398;0,0107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
leehazlewood;0,87655;0,8313;0,730048;0,741886;0,554537;0,626694;0,648695;0,618535;0,592511;0,595535;0,415773;1;0,605192;0,560321;0,807608;0,861232;0,634023;0,600641;0,672878;0,649206;0,843644;0,63598;0,479305;0,489848;0,675828;0,362308;0,768181;0,64985;0,645558;0,901532;0,576135;0,448109;0,033128;0,030324;0,06963;0,050785;0,022217;0,053932;0,056631;0,08715;0,103984;0,02646;0,082039;0,028786;0,035994;0,033422;0,025978;0,033085;0,091467;0,086885;0,198867;0,093152;0,135557;0,079567;0,079501;0,134842;0,131879;0,147221;0,206671;0,076726;0,082773;0,100721;0,088816;0,078148;0,038716;0,040823;0,093553;0,069286;0,101189;0,057614;0,038295;0,075798;0,186069;0,126957;0,106202;0,028457;0,125897;0,025154;0;0,023624;0,008818;0,008613;0,007971;0,000799;0,029764;0,00858;0,053516;0,057437;0,042263;0,045477;0,009837;0,048662;0,019907;0,007759;0,010019;0,021499;0,026896;0,25597;0,03738;0,027234;0,067586;0,020074;0;0,026659;0,048809;0,030363;0,046194;0,026285;0,027561;0,028002;0,012836;0,039197;0,223988;0,016324;0,011619;0,031757;0,013694;0,025218;0,011819;0,008948;0,011242;0,038849;0,01767;0,01816;0,006355;0,008975;0,007659;0,010612;0,023247;0,004941;0,007581;0;0,009883;0,013966;0,032521;0,005344;0,006108;0,009172;0,008739;0,005106;0,006482;0,002789;0,005328;0,006692;0,000931;0,002725;0,002334;0;0,003621;0,013314;0;0,00788;0,000998;0,008212;0,003396;0,024146;0,001402;0,001831;0,012564;0,002115;0,020614;0,001479;0,00495;0,010088;0,00854;0;0,025267;0,024445;0,00108;0,023192;0,005005;0,012502;0;0;0,033528;0,000406;0,111684;0,161551;0,039444;0,139122;0,100682;0,19753;0,121758;0,106471;0,147521;0,161135;0,102554;0,048195;0,166948;0,140439;0,173379;0,07225;0,101605;0,11097;0,075562;0,103884;0,096923;0,102203;0,082283;0,091414;0,081667;0,105002;0,122314;0,276017;0,090894;0,079245;0,118216;0,148916;0;0;0;0;0;0;0;0;0;0;0;0;0,012907;0;0;0;
kennychesney;0,809789;0,84169;0,85774;0,852234;0,859004;0,880395;0,984668;0,920141;0,990499;0,912684;0,695653;0,605192;1;0,827258;0,861431;0,794669;0,05432;0,017578;0,032618;0,036661;0,415568;0,033722;0,038261;0,024608;0,032193;0,005407;0,255117;0,023408;0,032497;0,711259;0,046355;0,03408;0,000823;0,000361;0,00048;0,0007;0,000558;0,000961;0,00033;0,001648;0,003074;0,000339;0,00117;0,000359;0,00052;0,000333;0,000176;0,000353;0,002867;0,001103;0,010525;0,007727;0,000181;0;0,001403;0,002651;0,000433;0,00078;0,000666;0,000916;0,002063;0,000551;0,028434;0,001672;0,004241;0,004264;0,002807;0,035949;0,005361;0,002763;0,001462;0,005823;0,008665;0,00442;0,008734;0,002422;0,019427;0,002065;0;0,001005;0,009189;0,004348;0,001996;0,00117;0,019088;0,003347;0,03394;0,033061;0,040672;0,035226;0,005866;0,034036;0,015657;0,004096;0,015716;0,02287;0,032329;0,033803;0,03409;0,032056;0,014546;0,024957;0,004772;0,021435;0,049204;0,036661;0,055174;0,028575;0,042987;0,029445;0,019617;0,044517;0,045899;0,01167;0,003967;0,018452;0,01236;0,023626;0,00927;0,006252;0,012151;0,03878;0,018114;0,025112;0,004557;0,007667;0,004505;0,010221;0,00758;0,001296;0,002466;0;0,004694;0,005047;0,002591;0,005251;0,002031;0,002854;0,00301;0,00125;0,005565;0,001045;0,001806;0,001333;0,000419;0,002795;0,001992;0;0,004434;0,008634;0;0,004437;0,000868;0,001643;0,001196;0,013013;0,001211;0,001578;0,000649;0,002286;0,006254;0;0,00018;0,001298;0,005271;0,000179;0,015643;0,016274;0,000417;0,02016;0,00428;0,000845;0;0;0,022949;0,000595;0,047818;0,036916;0,0044;0,045807;0,042755;0,109201;0,024935;0,019309;0,07542;0,03962;0,015099;0,017556;0,013996;0,03408;0,222767;0,022331;0,057474;0,056519;0,044621;0,05378;0,04676;0,064697;0,044734;0,057431;0,055357;0,051482;0,073579;0,052544;0,066839;0,042847;0,061529;0,055282;0;0;0;0;0;0;0;0;0;0;0;0;0,001421;0;0;0;
jimreeves;0,689688;0,757645;0,748289;0,8901;0,708126;0,740363;0,844583;0,965216;0,836511;0,918877;0,588704;0,560321;0,827258;1;0,905441;0,770449;0,031833;0,009704;0,014414;0,041676;0,353335;0,036484;0,019406;0,012966;0,018106;0,001445;0,217847;0,043013;0,022451;0,630173;0,039328;0,134589;0,00836;0,009856;0,021669;0,014959;0,008843;0,032985;0,022751;0,045439;0,073378;0,00788;0,021537;0,008441;0,008213;0,009155;0,007818;0,00792;0,007512;0,004433;0,005469;0,006539;0,000306;0,001633;0,002137;0,004255;0,003223;0,002201;0,002749;0,00124;0,024148;0,002333;0,022664;0,001022;0,021037;0,028867;0,058025;0,046052;0,075516;0,030333;0,022199;0,062606;0,151679;0,072595;0,07679;0,017745;0,018443;0,008979;0,007369;0,008391;0;0,000681;0,000768;0;0,000061;0,000745;0,002043;0,000798;0,00058;0,000062;0;0,000777;0,000819;0,000588;0;0,000626;0,000619;0,007207;0,001704;0,001559;0,005815;0,00043;0;0,000821;0,003623;0,001821;0,001101;0,001096;0,000236;0,004415;0,003554;0,001822;0,004138;0;0;0,000778;0,000612;0,000383;0,000588;0,000487;0,000352;0,003992;0,001807;0,000587;0,00075;0,000401;0,000854;0,000379;0,005572;0,00047;0,000716;0;0,000794;0,004329;0,003289;0,0006;0,000942;0,001556;0,00188;0,001117;0,001751;0,000472;0,00069;0,001297;0,000101;0,003859;0,000405;0;0,00394;0,009203;0,001638;0,004882;0,002826;0,001201;0,004176;0,007171;0,000064;0,000629;0,005271;0,002558;0,000241;0,000931;0,000229;0,000078;0,006395;0,001057;0,014596;0,011295;0,002175;0,009285;0,001654;0,006616;0;0;0,024433;0;0,016896;0,06607;0;0,039714;0,017595;0,144088;0,042257;0,078299;0,121244;0,095633;0,019499;0,027573;0,110085;0,032204;0,221832;0,062741;0,037404;0,040406;0,031468;0,065918;0,04144;0,043214;0,031522;0,028602;0,035471;0,037836;0,060378;0,034448;0,022598;0,032377;0,040113;0,027282;0,002957;0,003084;0,001983;0;0,00171;0,000806;0;0,001196;0,001652;0,002536;0,000729;0,000587;0,003306;0,002188;0,001691;0,000728;
rogermiller;0,887113;0,90983;0,85483;0,943102;0,736356;0,813833;0,885404;0,929633;0,861227;0,902724;0,612174;0,807608;0,861431;0,905441;1;0,9119;0,317232;0,290465;0,300326;0,344447;0,627817;0,342528;0,204717;0,217823;0,301425;0,215886;0,526965;0,331613;0,313943;0,858758;0,272913;0,289906;0,000805;0,001668;0,015702;0,010473;0,001474;0,026872;0,015167;0,035572;0,061213;0,000745;0,020593;0,000791;0,001144;0,002417;0,000387;0,000777;0,008951;0,005661;0,066133;0,015698;0,038343;0;0,001976;0,021479;0,04106;0,045779;0,081791;0,001773;0,017951;0,015525;0,025557;0,000817;0,016921;0,023788;0,056146;0,041067;0,071679;0,021954;0,015591;0,0577;0,152859;0,072498;0,077252;0,013856;0,038904;0,005828;0;0,005424;0,002077;0,001063;0,001198;0;0,011367;0,001163;0,018151;0,02323;0,01364;0,015467;0,004314;0,015659;0,003032;0,000916;0;0,003843;0,001644;0,096037;0,002953;0,001189;0,025859;0,001042;0;0,001347;0,003936;0,002502;0,001818;0,00171;0,000344;0,004591;0,002323;0,002458;0,06755;0,002331;0,000349;0,006738;0,000954;0,006044;0,00102;0,001013;0,000513;0,003666;0,001594;0,001099;0,001225;0,000696;0,000889;0,000657;0,005727;0,000814;0,00124;0;0,001271;0,003285;0,0057;0,000937;0,001038;0,001618;0,001703;0,000978;0,001381;0,00049;0,000923;0,00129;0;0,000388;0,00021;0;0,00039;0,003364;0;0,001674;0,000235;0,00138;0,000724;0,004527;0;0,000572;0,001142;0,00026;0,006337;0,000807;0,001584;0,005549;0,003353;0;0,008754;0,007577;0,001284;0,006672;0,000983;0,008181;0;0;0,015925;0;0,048019;0,099661;0,015487;0,074697;0,049929;0,163609;0,060342;0,08266;0,135573;0,113888;0,020691;0,038558;0,120401;0,066346;0,231725;0,070089;0,025426;0,027318;0,019633;0,03936;0,031376;0,026976;0,021102;0,023875;0,021907;0,026546;0,042534;0,116134;0,020847;0,019832;0,03156;0,042431;0;0;0;0;0;0;0;0;0;0;0;0;0,002688;0;0;0;
kriskristofferson;0,931825;0,973102;0,841829;0,947027;0,674825;0,756016;0,841693;0,814905;0,785755;0,838618;0,562117;0,861232;0,794669;0,770449;0,9119;1;0,43223;0,430287;0,486064;0,433654;0,819632;0,485075;0,331206;0,35022;0,480255;0,231579;0,673186;0,409805;0,445564;0,894519;0,371965;0,183587;0,000591;0,000729;0,00472;0,008627;0,000258;0,002994;0,001266;0,004556;0,007124;0,000684;0,019559;0,000726;0,00105;0,00074;0,000355;0,000713;0,005978;0,005792;0,086687;0,007904;0,040248;0;0,001587;0,048752;0,039101;0,057449;0,094484;0,000814;0,004306;0,016409;0,022273;0,001201;0,006617;0,010596;0,007974;0,032313;0,016839;0,00236;0,008409;0,005228;0,008983;0,005952;0,003321;0,009848;0,077583;0,013177;0;0,012234;0,003338;0,002147;0,001539;0,000405;0,008698;0,001922;0,015329;0,015643;0,013467;0,014262;0,002617;0,014151;0,006448;0,00202;0,00508;0,007296;0,010961;0,182076;0,013122;0,010966;0,029237;0,008545;0;0,008041;0,017504;0,012918;0,019849;0,009945;0,013443;0,008309;0,003296;0,015941;0,16913;0,006621;0,005322;0,010084;0,004906;0,008844;0,003933;0,002659;0,004708;0,013762;0,006953;0,008408;0,001023;0,003129;0,001757;0,004039;0,005878;0,000897;0,00131;0;0,002392;0,001844;0,005234;0,00086;0,000953;0,001332;0,001042;0,000561;0,000577;0,00045;0,000847;0,000862;0,000145;0,000535;0,000708;0;0,001075;0,000479;0;0,000154;0,000162;0,001569;0,000302;0,002873;0,000367;0,000225;0,000734;0,000536;0,014701;0,000148;0,004074;0,006295;0,001386;0;0,002204;0,00007;0,000786;0,00173;0,000602;0,003756;0;0;0,008375;0,000206;0,020382;0,017752;0,010665;0,021403;0,019404;0,083602;0,019473;0,014844;0,068201;0,048994;0,01112;0,008656;0,014594;0,014638;0,185367;0,017744;0,009844;0,007566;0;0,012785;0,009971;0,009424;0,010082;0,023897;0,000386;0,013058;0,030287;0,145886;0,023458;0,001799;0,012362;0,074208;0;0;0;0;0;0;0;0;0;0;0;0;0,002009;0;0;0;
bobdylan;0,575801;0,385557;0,237829;0,262632;0,068785;0,128733;0,073704;0,060868;0,024833;0,06107;0,01396;0,634023;0,05432;0,031833;0,317232;0,43223;1;0,751653;0,839224;0,833905;0,676829;0,750475;0,506882;0,567894;0,831887;0,6608;0,744755;0,859589;0,913483;0,625474;0,874349;0,391349;0,017988;0,006401;0,054435;0,025698;0,00635;0,004269;0,032436;0,040966;0,036522;0,003964;0,066823;0,00553;0,016056;0,014028;0,005121;0,013583;0,151486;0,132958;0,314349;0,227432;0,2085;0,129063;0,132844;0,174339;0,197691;0,214651;0,295935;0,130831;0,091531;0,154957;0,149602;0,131881;0,046609;0,026047;0,073807;0,074955;0,045174;0,047002;0,01887;0,048429;0,059261;0,10965;0,047812;0,015849;0,085136;0,016148;0,009437;0,013041;0,060116;0,01551;0,006494;0,005033;0,201943;0,011665;0,305848;0,378607;0,286838;0,31059;0,069572;0,283701;0,081481;0,015465;0,063428;0,107437;0,134047;0,352468;0,140502;0,148787;0,09662;0,103563;0,001596;0,100948;0,212058;0,154904;0,240282;0,117192;0,174363;0,098283;0,043982;0,189029;0,366789;0,078673;0,025531;0,135567;0,055748;0,157028;0,039376;0,031475;0,053836;0,155727;0,076685;0,107656;0,002202;0,032199;0,015535;0,046261;0,012702;0,002559;0,008627;0;0,017968;0,005688;0,004333;0,002326;0,003418;0,005048;0,003404;0,000604;0,001527;0,002469;0,002611;0,004414;0,002525;0,007823;0,003625;0;0,014631;0,007891;0;0,00318;0,002145;0,005595;0,00035;0,025861;0,006023;0,004161;0,000694;0,007152;0,052418;0,001104;0,004516;0,01799;0,004588;0,000358;0,006708;0,002016;0,000186;0,025301;0,006225;0,009893;0;0;0,012435;0,002671;0,509078;0,471051;0,194244;0,449742;0,480519;0,344591;0,311798;0,136701;0,164542;0,199437;0,178432;0,128186;0,117201;0,465357;0,065481;0,056714;0,030036;0,024603;0,004975;0,0115;0,034972;0,045861;0,024998;0,125186;0,010375;0,032636;0,112596;0,240365;0,16533;0,007944;0,047813;0,150018;0,002214;0,002316;0,000896;0;0,000823;0;0;0,000473;0,000712;0,001832;0,000576;0,000464;0,003089;0,003459;0,000668;0,000942;
jonimitchell;0,469457;0,370041;0,387675;0,255188;0,206396;0,279853;0,058751;0,024013;0,001127;0,064999;0;0,600641;0,017578;0,009704;0,290465;0,430287;0,751653;1;0,831798;0,908238;0,694083;0,747421;0,816915;0,870164;0,774906;0,525261;0,744877;0,729011;0,820784;0,588642;0,649048;0,388226;0,07901;0,078455;0,237357;0,086016;0,069945;0,059812;0,245539;0,078205;0,07466;0,073177;0,256489;0,076333;0,074118;0,072261;0,076577;0,075344;0,027629;0,015971;0,181377;0,040079;0,097506;0,022607;0,00956;0,077061;0,084919;0,102494;0,20677;0,011504;0,221483;0,042887;0,015452;0,010337;0,018466;0,02189;0,022926;0,018141;0,029663;0,198991;0,022338;0,021715;0,022563;0,028252;0,1581;0,018527;0,296736;0,219724;0,145231;0,198075;0,014707;0,003564;0,001358;0,001197;0,051102;0,002637;0,076562;0,095985;0,072372;0,077753;0,017553;0,071892;0,019715;0,003615;0,015346;0,026981;0,03659;0,297569;0,044207;0,051368;0,086363;0,027866;0,001553;0,044284;0,064973;0,040675;0,063512;0,197254;0,048297;0,043723;0,016206;0,053488;0,461351;0,023867;0,012861;0,038127;0,01435;0,04201;0,009906;0,008086;0,015982;0,042152;0,022825;0,04755;0,001318;0,008335;0,004449;0,011315;0,007726;0,000442;0,001468;0;0,006157;0,00225;0;0,00157;0,000853;0,001527;0,0014;0,000316;0,001533;0,000771;0,000796;0,003558;0,001248;0,003304;0,002386;0;0,005195;0,008838;0;0,157629;0,003739;0,001264;0,000292;0,012164;0,006551;0,002478;0,030113;0,002304;0,025227;0,000776;0,005215;0,013402;0,002356;0,000058;0,005587;0,004933;0,000045;0,011149;0,002423;0,005501;0;0;0,011994;0,000608;0,123028;0,114949;0,060144;0,118907;0,120618;0,093897;0,07597;0,039411;0,049573;0,07921;0,029076;0,032444;0,033909;0,105747;0,014705;0,015893;0,197738;0,176379;0,014523;0,015895;0,072757;0,031855;0,209545;0,057967;0,158532;0,244404;0,055261;0,518619;0,305629;0,175737;0,036243;0,30314;0,001915;0,00166;0,000599;0;0,000801;0,00186;0;0,00023;0,001675;0,000892;0,00028;0,000226;0,000647;0,001683;0,001301;0,000458;
leonardcohen;0,532394;0,400212;0,251688;0,281303;0,046707;0,10159;0,082776;0,036732;0,008428;0,084633;0;0,672878;0,032618;0,014414;0,300326;0,486064;0,839224;0,831798;1;0,768918;0,751004;0,752105;0,599826;0,642172;0,883541;0,448436;0,762032;0,769912;0,845228;0,588933;0,715875;0,335895;0,032715;0,014408;0,090076;0,044954;0,010912;0,006356;0,055231;0,065018;0,055785;0,011459;0,103166;0,014149;0,030314;0,027273;0,013854;0,027049;0,214914;0,204469;0,365735;0,219693;0,268193;0,207575;0,203477;0,275182;0,255342;0,272304;0,339357;0,199436;0,135744;0,225738;0,197321;0,202863;0,047769;0,021323;0,068673;0,101278;0,039491;0,059288;0,026839;0,021156;0,0197;0,136692;0,016975;0,020387;0,130607;0,025166;0,011602;0,021623;0,032616;0,0113;0,004266;0,003812;0,082059;0,008283;0,131475;0,149079;0,13717;0,140518;0,025824;0,126133;0,051124;0,011624;0,048522;0,065021;0,114649;0,432573;0,143819;0,156945;0,117911;0,08933;0,0034;0,115848;0,196319;0,127372;0,202115;0,106053;0,156202;0,111689;0,045436;0,171361;0,40105;0,049417;0,021201;0,073752;0,045937;0,088736;0,031648;0,022623;0,043584;0,131559;0,073382;0,116396;0,002886;0,026411;0,013503;0,036092;0,013638;0,001583;0,004067;0;0,020116;0,004679;0;0,003438;0,002427;0,003931;0,002911;0,000247;0,002542;0,002134;0,002325;0,003182;0,003672;0,009852;0,004543;0;0,016268;0,011176;0,000046;0,006549;0,00257;0,003884;0,000266;0,035199;0,012183;0,007342;0,004345;0,007145;0,04206;0,000522;0,006863;0,014933;0,005022;0,000127;0,008288;0,005092;0,000594;0,018177;0,00537;0,008129;0;0;0,018695;0,001937;0,236918;0,194172;0,05329;0,188627;0,193415;0,149773;0,17981;0,078151;0,073621;0,126807;0,220867;0,064291;0,04961;0,218766;0,03373;0,025457;0,037166;0,026626;0,010597;0,020703;0,036787;0,047443;0,031092;0,104977;0,017567;0,040354;0,109784;0,334863;0,211322;0,011394;0,048901;0,176005;0,000066;0,000065;0,00006;0;0;0;0;0;0;0;0;0;0;0;0;0;
joanbaez;0,509202;0,397648;0,380653;0,271094;0,190529;0,283224;0,068456;0,052269;0,02305;0,059665;0,015779;0,649206;0,036661;0,041676;0,344447;0,433654;0,833905;0,908238;0,768918;1;0,694312;0,819083;0,735263;0,777797;0,774191;0,611361;0,802915;0,853876;0,821976;0,601006;0,696687;0,442321;0,007399;0,005256;0,161706;0,015945;0,003438;0,003839;0,160049;0,022429;0,022688;0,002048;0,182014;0,002717;0,0076;0,006669;0,002395;0,006408;0,073548;0,063084;0,23251;0,112554;0,153915;0,058349;0,059691;0,10457;0,144706;0,162569;0,258731;0,060921;0,186543;0,091009;0,068634;0,058977;0,025759;0,024269;0,084771;0,039959;0,050077;0,167491;0,01398;0,043702;0,127666;0,055775;0,214797;0,012934;0,237548;0,162327;0,094611;0,14476;0,017847;0,003348;0,001852;0,000885;0,076226;0,00273;0,111612;0,149403;0,096917;0,109798;0,027535;0,101972;0,021024;0,003254;0,01109;0,029266;0,025425;0,247331;0,024759;0,024375;0,065103;0,019189;0;0,019717;0,037829;0,0301;0,042987;0,158849;0,03039;0,019228;0,007983;0,034186;0,379581;0,025218;0,009899;0,045904;0,022733;0,050391;0,009812;0,021332;0,0112;0,02918;0,013353;0,018461;0,000766;0,005916;0,003112;0,01726;0,006252;0,000886;0,020566;0;0,003603;0,002039;0,003918;0,000644;0,00104;0,00163;0,001246;0,000578;0,000647;0,000632;0,000881;0,002469;0,000317;0,001279;0,001205;0;0,002458;0,004435;0;0,130936;0,002929;0,001694;0,000339;0,005491;0,003661;0,000562;0;0,001226;0,024501;0,002702;0,004764;0,015004;0,001152;0,000742;0,002487;0,001758;0;0,008768;0,001477;0,015069;0;0;0,006779;0,00045;0,24195;0,281944;0,096466;0,274703;0,23812;0,15653;0,140565;0,061893;0,085255;0,091485;0,069325;0,04207;0,152619;0,279537;0,033482;0,028814;0,157341;0,140951;0,005623;0,007534;0,054258;0,017457;0,167774;0,043421;0,125258;0,194616;0,036543;0,422434;0,199657;0,141516;0,024966;0,237422;0;0;0;0;0;0;0;0;0;0;0;0;0,001611;0;0;0;
townesvanzandt;0,799547;0,788139;0,580046;0,668817;0,356503;0,469806;0,471781;0,39802;0,401786;0,442784;0,289588;0,843644;0,415568;0,353335;0,627817;0,819632;0,676829;0,694083;0,751004;0,694312;1;0,782071;0,503768;0,557638;0,734883;0,436322;0,898846;0,659431;0,715549;0,81507;0,551651;0,337782;0,005439;0,001986;0,022365;0,016289;0,000854;0,000898;0,011181;0,013515;0,011159;0,00141;0,040923;0,001924;0,005668;0,004949;0,001779;0,00483;0,049932;0,049456;0,19716;0,044828;0,121387;0,045896;0,044892;0,107585;0,115468;0,143289;0,22129;0,044379;0,031043;0,074645;0,052744;0,044623;0,011609;0,010525;0,016847;0,038834;0,018717;0,011738;0,008592;0,001454;0,001187;0,027866;0,000687;0,010354;0,102681;0,016897;0,014241;0,015817;0,001404;0,00091;0,000593;0,000199;0,002646;0,000786;0,005005;0,004822;0,005058;0,005313;0,000729;0,004745;0,002768;0,000867;0,002492;0,003125;0,00541;0,262662;0,006225;0,007852;0,055468;0,004025;0;0,007375;0,011058;0,005987;0,009921;0,004965;0,00674;0,009606;0,00157;0,00789;0,212551;0,001969;0,000944;0,003187;0,002321;0,003636;0,001792;0,001272;0,002227;0,006485;0,003155;0,004249;0,000301;0,001457;0,00097;0,001908;0,005282;0,00033;0,000503;0;0,000988;0,000576;0,001541;0,000253;0,000545;0,000528;0,000426;0,000207;0,00017;0,000166;0,000312;0,000793;0,000214;0,00035;0,000095;0;0,000527;0,000353;0;0,000151;0,000079;0,000533;0,000089;0,001305;0,000225;0,000276;0,000154;0,000307;0,017581;0;0,005246;0,011251;0,000264;0,000053;0,000382;0,000256;0,000083;0,000477;0,000277;0,00423;0;0;0,005283;0,000152;0,013817;0,010212;0;0,013194;0,005965;0,044232;0,026752;0,008373;0,04082;0,045538;0,044848;0,002876;0,005767;0,018058;0,095678;0,007481;0,010356;0,007224;0;0,001855;0,004171;0,006561;0,011546;0,023279;0,000284;0,01501;0,022473;0,229948;0,021289;0,000602;0,012677;0,097659;0;0;0;0;0;0;0;0;0;0;0;0;0,00076;0;0;0;
peteseeger;0,50459;0,448984;0,257318;0,318146;0,035169;0,156667;0,072958;0,044338;0,028073;0,067268;0,017606;0,63598;0,033722;0,036484;0,342528;0,485075;0,750475;0,747421;0,752105;0,819083;0,782071;1;0,499589;0,565703;0,747474;0,601746;0,942819;0,748705;0,775626;0,592603;0,600989;0,483974;0,00108;0,000762;0,007155;0,008564;0,000202;0,001968;0,002852;0,005196;0,006551;0,0005;0,024369;0,000606;0,001389;0,001193;0,000445;0,001117;0,01334;0,012559;0,189812;0,01817;0,115996;0,008139;0,008839;0,051748;0,109982;0,136709;0,240221;0,008343;0,008701;0,043721;0,009903;0,008148;0,006353;0,009434;0,012344;0,013008;0,016705;0,004263;0,005079;0,006065;0,013995;0,009895;0,008397;0,007472;0,069969;0,011535;0,00551;0,010908;0,002134;0,000543;0,000536;0;0,011018;0,000594;0,016877;0,021793;0,015276;0,015508;0,004284;0,015846;0,002295;0,000351;0,000442;0,00512;0,000959;0,230755;0,001132;0,000518;0,061729;0,000571;0,002013;0,001033;0,00124;0,001362;0,000775;0,000729;0,000188;0,00711;0,00329;0,001326;0,147437;0,004678;0,000268;0,006136;0,04738;0,013118;0,009515;0,054269;0,000491;0,002791;0,000491;0;0,002136;0,000267;0,000328;0,033294;0,003876;0,000312;0,069916;0;0,000487;0,000933;0,002186;0,002634;0,000332;0,000428;0,000967;0,000762;0,001565;0,000529;0,000344;0,000731;0;0;0,000403;0,000206;0;0;0;0;0,000169;0,000693;0,000126;0,000511;0;0;0,000328;0,000187;0,015348;0,000155;0,006228;0,015647;0,000482;0,002711;0,000812;0,000799;0,000352;0,003537;0,000079;0,003803;0;0;0,009021;0;0,029371;0,033431;0,014847;0,036541;0,028967;0,030035;0,025265;0,011765;0,02159;0,035409;0,012074;0,006339;0,018078;0,03172;0,011699;0,005463;0,00896;0,004697;0;0,005647;0,005972;0,008244;0,009242;0,018879;0,000067;0,009998;0,017272;0,246637;0,010528;0,000683;0,012554;0,063429;0;0;0;0;0;0;0;0;0;0;0;0;0,000839;0;0;0;
