Header
;Johnny Cash;Willie Nelson;Dolly Parton;Hank Williams;Faith Hill;Dixie Chicks;Garth Brooks;Kenny Rogers;Tim McGraw;Hank Snow;Brooks and Dunn;Lee Hazlewood;Kenny Chesney;Jim Reeves;Roger Miller;Kris Kristofferson;Bob Dylan;Joni Mitchell;Leonard Cohen;Joan Baez;Townes van Zandt;Pete Seeger;Suzanne Vega;Tracy Chapman;Tim Buckley;Steeleye Span;Woody Guthrie;Donovan;Cat Stevens;John Denver;Don McLean;Crosby Stills & Nash;Miles Davis;Dave Brubeck;Billie Holiday;Duke Ellington;Django Reinhardt;Glenn Miller;Ella Fitzgerald;Louis Armstrong;Nat King Cole;Herbie Hancock;Nina Simone;John Coltrane;Charlie Parker;Count Basie;Thelonious Monk;Cannonball Adderley;John Lee Hooker;Muddy Waters;Taj Mahal;John Mayall;Big Bill Broonzy;BB King;Howlin' Wolf;Willie Dixon;Blind Lemon Jefferson;Blind Willie McTell;Mississippi John Hurt;T-Bone Walker;Etta James;Lightnin' Hopkins;Otis Rush;Albert King;James Brown;Marvin Gaye;Otis Redding;Solomon Burke;Sam Cooke;Aretha Franklin;Al Green;The Temptations;The Drifters;Fats Domino;The Supremes;Isaac Hayes;Alicia Keys;Erykah Badu;India Arie;Jill Scott;Iron Maiden;Megadeth;Slayer;Sepultura;Black Sabbath;Anthrax;Alice Cooper;Deep Purple;Def Leppard;AC/DC;Judas Priest;Kiss;Metallica;Pantera;Queensryche;Skid Row;Nirvana;Beck;Smashing Pumpkins;Radiohead;Belle and Sebastian;Alice in Chains;Echo and the Bunnymen;Sonic Youth;Weezer;Pearl Jam;Foo Fighters;Hole;Bush;The Smiths;Depeche Mode;Jane's Addiction;Patti Smith;Sex Pistols;Sid Vicious;Ramones;Bad Religion;The Clash;NoFX;Dead Kennedys;Buzzcocks;Green Day;Blink 182;Sum 41;The Misfits;Rancid;Screeching Weasel;Pennywise;Eminem;Dr. Dre;Public Enemy;Missy Elliot;Cypress Hill;50 Cent;Run DMC;Grandmaster Flash;2Pac;Snoop Dogg;Jay-Z;Busta Rhymes;LL Cool J;DMX;Ice Cube;Mystikal;Aphex Twin;Daft Punk;Kraftwerk;Chemical Brothers;Fatboy Slim;Basement Jaxx;Carl Cox;Moloko;Paul Oakenfold;Prodigy;Armand van Helden;Moby;Massive Attack;Mouse on Mars;Jimi Tenor;Underworld;Bob Marley;Jimmy Cliff;Peter Tosh;Ziggy Marley;Sean Paul;Alpha Blondy;Shaggy;Maxi Priest;Shabba Ranks;UB40;Inner Circle;Desmond Dekker;Capleton;Bounty Killer;Eddy Grant;Black Uhuru;The Rolling Stones;The Animals;The Faces;The Kinks;The Who;Elvis Presley;Chuck Berry;Little Richard;Jerry Lee Lewis;Buddy Holly;Bo Diddley;Bill Haley;Chubby Checker;The Yardbirds;Carl Perkins;Gene Vincent;Madonna;Britney Spears;N'Sync;Justin Timberlake;ABBA;Michael Jackson;Janet Jackson;Prince;Spice Girls;Christina Aguilera;Robbie Williams;Nelly Furtado;Avril Lavigne;Jennifer Lopez;O-Town;Shakira;Wolfgang Amadeus Mozart;Ludwig van Beethoven;Johann Sebastian Bach;Joseph Haydn;Johannes Brahms;Frederic Chopin;Antonin Dvorak;Gustav Mahler;Franz Schubert;Antonio Vivaldi;Richard Wagner;Herbert von Karajan;Yehudi Menuhin;Georg Friedrich Haendel;Tchaikovsky;Giuseppe Verdi;
Brooks and Dunn;,565577;,599092;,608288;,608829;,587504;,621106;,695283;,654672;,691252;,654224;1,0;,415773;,695653;,588704;,612174;,562117;,01396;,0;,0;,015779;,289588;,017606;,0;,0;,0;,0;,177192;,0;,0;,49904;,004212;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,018749;,0;,0;,0;,0;,023705;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,052058;,0;,0;,044666;,007514;,0;,0;,0;,0;,155398;,0107;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;
Lee Hazlewood;,87655;,8313;,730048;,741886;,554537;,626694;,648695;,618535;,592511;,595535;,415773;1,0;,605192;,560321;,807608;,861232;,634023;,600641;,672878;,649206;,843644;,63598;,479305;,489848;,675828;,362308;,768181;,64985;,645558;,901532;,576135;,448109;,033128;,030324;,06963;,050785;,022217;,053932;,056631;,08715;,103984;,02646;,082039;,028786;,035994;,033422;,025978;,033085;,091467;,086885;,198867;,093152;,135557;,079567;,079501;,134842;,131879;,147221;,206671;,076726;,082773;,100721;,088816;,078148;,038716;,040823;,093553;,069286;,101189;,057614;,038295;,075798;,186069;,126957;,106202;,028457;,125897;,025154;,0;,023624;,008818;,008613;,007971;,000799;,029764;,00858;,053516;,057437;,042263;,045477;,009837;,048662;,019907;,007759;,010019;,021499;,026896;,25597;,03738;,027234;,067586;,020074;,0;,026659;,048809;,030363;,046194;,026285;,027561;,028002;,012836;,039197;,223988;,016324;,011619;,031757;,013694;,025218;,011819;,008948;,011242;,038849;,01767;,01816;,006355;,008975;,007659;,010612;,023247;,004941;,007581;,0;,009883;,013966;,032521;,005344;,006108;,009172;,008739;,005106;,006482;,002789;,005328;,006692;,000931;,002725;,002334;,0;,003621;,013314;,0;,00788;,000998;,008212;,003396;,024146;,001402;,001831;,012564;,002115;,020614;,001479;,00495;,010088;,00854;,0;,025267;,024445;,00108;,023192;,005005;,012502;,0;,0;,033528;,000406;,111684;,161551;,039444;,139122;,100682;,19753;,121758;,106471;,147521;,161135;,102554;,048195;,166948;,140439;,173379;,07225;,101605;,11097;,075562;,103884;,096923;,102203;,082283;,091414;,081667;,105002;,122314;,276017;,090894;,079245;,118216;,148916;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,012907;,0;,0;,0;
Kenny Chesney;,809789;,84169;,85774;,852234;,859004;,880395;,984668;,920141;,990499;,912684;,695653;,605192;1,0;,827258;,861431;,794669;,05432;,017578;,032618;,036661;,415568;,033722;,038261;,024608;,032193;,005407;,255117;,023408;,032497;,711259;,046355;,03408;,000823;,000361;,00048;,0007;,000558;,000961;,00033;,001648;,003074;,000339;,00117;,000359;,00052;,000333;,000176;,000353;,002867;,001103;,010525;,007727;,000181;,0;,001403;,002651;,000433;,00078;,000666;,000916;,002063;,000551;,028434;,001672;,004241;,004264;,002807;,035949;,005361;,002763;,001462;,005823;,008665;,00442;,008734;,002422;,019427;,002065;,0;,001005;,009189;,004348;,001996;,00117;,019088;,003347;,03394;,033061;,040672;,035226;,005866;,034036;,015657;,004096;,015716;,02287;,032329;,033803;,03409;,032056;,014546;,024957;,004772;,021435;,049204;,036661;,055174;,028575;,042987;,029445;,019617;,044517;,045899;,01167;,003967;,018452;,01236;,023626;,00927;,006252;,012151;,03878;,018114;,025112;,004557;,007667;,004505;,010221;,00758;,001296;,002466;,0;,004694;,005047;,002591;,005251;,002031;,002854;,00301;,00125;,005565;,001045;,001806;,001333;,000419;,002795;,001992;,0;,004434;,008634;,0;,004437;,000868;,001643;,001196;,013013;,001211;,001578;,000649;,002286;,006254;,0;,00018;,001298;,005271;,000179;,015643;,016274;,000417;,02016;,00428;,000845;,0;,0;,022949;,000595;,047818;,036916;,0044;,045807;,042755;,109201;,024935;,019309;,07542;,03962;,015099;,017556;,013996;,03408;,222767;,022331;,057474;,056519;,044621;,05378;,04676;,064697;,044734;,057431;,055357;,051482;,073579;,052544;,066839;,042847;,061529;,055282;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001421;,0;,0;,0;
Jim Reeves;,689688;,757645;,748289;,8901;,708126;,740363;,844583;,965216;,836511;,918877;,588704;,560321;,827258;1,0;,905441;,770449;,031833;,009704;,014414;,041676;,353335;,036484;,019406;,012966;,018106;,001445;,217847;,043013;,022451;,630173;,039328;,134589;,00836;,009856;,021669;,014959;,008843;,032985;,022751;,045439;,073378;,00788;,021537;,008441;,008213;,009155;,007818;,00792;,007512;,004433;,005469;,006539;,000306;,001633;,002137;,004255;,003223;,002201;,002749;,00124;,024148;,002333;,022664;,001022;,021037;,028867;,058025;,046052;,075516;,030333;,022199;,062606;,151679;,072595;,07679;,017745;,018443;,008979;,007369;,008391;,0;,000681;,000768;,0;,000061;,000745;,002043;,000798;,00058;,000062;,0;,000777;,000819;,000588;,0;,000626;,000619;,007207;,001704;,001559;,005815;,00043;,0;,000821;,003623;,001821;,001101;,001096;,000236;,004415;,003554;,001822;,004138;,0;,0;,000778;,000612;,000383;,000588;,000487;,000352;,003992;,001807;,000587;,00075;,000401;,000854;,000379;,005572;,00047;,000716;,0;,000794;,004329;,003289;,0006;,000942;,001556;,00188;,001117;,001751;,000472;,00069;,001297;,000101;,003859;,000405;,0;,00394;,009203;,001638;,004882;,002826;,001201;,004176;,007171;,000064;,000629;,005271;,002558;,000241;,000931;,000229;,000078;,006395;,001057;,014596;,011295;,002175;,009285;,001654;,006616;,0;,0;,024433;,0;,016896;,06607;,0;,039714;,017595;,144088;,042257;,078299;,121244;,095633;,019499;,027573;,110085;,032204;,221832;,062741;,037404;,040406;,031468;,065918;,04144;,043214;,031522;,028602;,035471;,037836;,060378;,034448;,022598;,032377;,040113;,027282;,002957;,003084;,001983;,0;,00171;,000806;,0;,001196;,001652;,002536;,000729;,000587;,003306;,002188;,001691;,000728;
Roger Miller;,887113;,90983;,85483;,943102;,736356;,813833;,885404;,929633;,861227;,902724;,612174;,807608;,861431;,905441;1,0;,9119;,317232;,290465;,300326;,344447;,627817;,342528;,204717;,217823;,301425;,215886;,526965;,331613;,313943;,858758;,272913;,289906;,000805;,001668;,015702;,010473;,001474;,026872;,015167;,035572;,061213;,000745;,020593;,000791;,001144;,002417;,000387;,000777;,008951;,005661;,066133;,015698;,038343;,0;,001976;,021479;,04106;,045779;,081791;,001773;,017951;,015525;,025557;,000817;,016921;,023788;,056146;,041067;,071679;,021954;,015591;,0577;,152859;,072498;,077252;,013856;,038904;,005828;,0;,005424;,002077;,001063;,001198;,0;,011367;,001163;,018151;,02323;,01364;,015467;,004314;,015659;,003032;,000916;,0;,003843;,001644;,096037;,002953;,001189;,025859;,001042;,0;,001347;,003936;,002502;,001818;,00171;,000344;,004591;,002323;,002458;,06755;,002331;,000349;,006738;,000954;,006044;,00102;,001013;,000513;,003666;,001594;,001099;,001225;,000696;,000889;,000657;,005727;,000814;,00124;,0;,001271;,003285;,0057;,000937;,001038;,001618;,001703;,000978;,001381;,00049;,000923;,00129;,0;,000388;,00021;,0;,00039;,003364;,0;,001674;,000235;,00138;,000724;,004527;,0;,000572;,001142;,00026;,006337;,000807;,001584;,005549;,003353;,0;,008754;,007577;,001284;,006672;,000983;,008181;,0;,0;,015925;,0;,048019;,099661;,015487;,074697;,049929;,163609;,060342;,08266;,135573;,113888;,020691;,038558;,120401;,066346;,231725;,070089;,025426;,027318;,019633;,03936;,031376;,026976;,021102;,023875;,021907;,026546;,042534;,116134;,020847;,019832;,03156;,042431;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,002688;,0;,0;,0;
Kris Kristofferson;,931825;,973102;,841829;,947027;,674825;,756016;,841693;,814905;,785755;,838618;,562117;,861232;,794669;,770449;,9119;1,0;,43223;,430287;,486064;,433654;,819632;,485075;,331206;,35022;,480255;,231579;,673186;,409805;,445564;,894519;,371965;,183587;,000591;,000729;,00472;,008627;,000258;,002994;,001266;,004556;,007124;,000684;,019559;,000726;,00105;,00074;,000355;,000713;,005978;,005792;,086687;,007904;,040248;,0;,001587;,048752;,039101;,057449;,094484;,000814;,004306;,016409;,022273;,001201;,006617;,010596;,007974;,032313;,016839;,00236;,008409;,005228;,008983;,005952;,003321;,009848;,077583;,013177;,0;,012234;,003338;,002147;,001539;,000405;,008698;,001922;,015329;,015643;,013467;,014262;,002617;,014151;,006448;,00202;,00508;,007296;,010961;,182076;,013122;,010966;,029237;,008545;,0;,008041;,017504;,012918;,019849;,009945;,013443;,008309;,003296;,015941;,16913;,006621;,005322;,010084;,004906;,008844;,003933;,002659;,004708;,013762;,006953;,008408;,001023;,003129;,001757;,004039;,005878;,000897;,00131;,0;,002392;,001844;,005234;,00086;,000953;,001332;,001042;,000561;,000577;,00045;,000847;,000862;,000145;,000535;,000708;,0;,001075;,000479;,0;,000154;,000162;,001569;,000302;,002873;,000367;,000225;,000734;,000536;,014701;,000148;,004074;,006295;,001386;,0;,002204;,00007;,000786;,00173;,000602;,003756;,0;,0;,008375;,000206;,020382;,017752;,010665;,021403;,019404;,083602;,019473;,014844;,068201;,048994;,01112;,008656;,014594;,014638;,185367;,017744;,009844;,007566;,0;,012785;,009971;,009424;,010082;,023897;,000386;,013058;,030287;,145886;,023458;,001799;,012362;,074208;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,002009;,0;,0;,0;
Bob Dylan;,575801;,385557;,237829;,262632;,068785;,128733;,073704;,060868;,024833;,06107;,01396;,634023;,05432;,031833;,317232;,43223;1,0;,751653;,839224;,833905;,676829;,750475;,506882;,567894;,831887;,6608;,744755;,859589;,913483;,625474;,874349;,391349;,017988;,006401;,054435;,025698;,00635;,004269;,032436;,040966;,036522;,003964;,066823;,00553;,016056;,014028;,005121;,013583;,151486;,132958;,314349;,227432;,2085;,129063;,132844;,174339;,197691;,214651;,295935;,130831;,091531;,154957;,149602;,131881;,046609;,026047;,073807;,074955;,045174;,047002;,01887;,048429;,059261;,10965;,047812;,015849;,085136;,016148;,009437;,013041;,060116;,01551;,006494;,005033;,201943;,011665;,305848;,378607;,286838;,31059;,069572;,283701;,081481;,015465;,063428;,107437;,134047;,352468;,140502;,148787;,09662;,103563;,001596;,100948;,212058;,154904;,240282;,117192;,174363;,098283;,043982;,189029;,366789;,078673;,025531;,135567;,055748;,157028;,039376;,031475;,053836;,155727;,076685;,107656;,002202;,032199;,015535;,046261;,012702;,002559;,008627;,0;,017968;,005688;,004333;,002326;,003418;,005048;,003404;,000604;,001527;,002469;,002611;,004414;,002525;,007823;,003625;,0;,014631;,007891;,0;,00318;,002145;,005595;,00035;,025861;,006023;,004161;,000694;,007152;,052418;,001104;,004516;,01799;,004588;,000358;,006708;,002016;,000186;,025301;,006225;,009893;,0;,0;,012435;,002671;,509078;,471051;,194244;,449742;,480519;,344591;,311798;,136701;,164542;,199437;,178432;,128186;,117201;,465357;,065481;,056714;,030036;,024603;,004975;,0115;,034972;,045861;,024998;,125186;,010375;,032636;,112596;,240365;,16533;,007944;,047813;,150018;,002214;,002316;,000896;,0;,000823;,0;,0;,000473;,000712;,001832;,000576;,000464;,003089;,003459;,000668;,000942;
Joni Mitchell;,469457;,370041;,387675;,255188;,206396;,279853;,058751;,024013;,001127;,064999;,0;,600641;,017578;,009704;,290465;,430287;,751653;1,0;,831798;,908238;,694083;,747421;,816915;,870164;,774906;,525261;,744877;,729011;,820784;,588642;,649048;,388226;,07901;,078455;,237357;,086016;,069945;,059812;,245539;,078205;,07466;,073177;,256489;,076333;,074118;,072261;,076577;,075344;,027629;,015971;,181377;,040079;,097506;,022607;,00956;,077061;,084919;,102494;,20677;,011504;,221483;,042887;,015452;,010337;,018466;,02189;,022926;,018141;,029663;,198991;,022338;,021715;,022563;,028252;,1581;,018527;,296736;,219724;,145231;,198075;,014707;,003564;,001358;,001197;,051102;,002637;,076562;,095985;,072372;,077753;,017553;,071892;,019715;,003615;,015346;,026981;,03659;,297569;,044207;,051368;,086363;,027866;,001553;,044284;,064973;,040675;,063512;,197254;,048297;,043723;,016206;,053488;,461351;,023867;,012861;,038127;,01435;,04201;,009906;,008086;,015982;,042152;,022825;,04755;,001318;,008335;,004449;,011315;,007726;,000442;,001468;,0;,006157;,00225;,0;,00157;,000853;,001527;,0014;,000316;,001533;,000771;,000796;,003558;,001248;,003304;,002386;,0;,005195;,008838;,0;,157629;,003739;,001264;,000292;,012164;,006551;,002478;,030113;,002304;,025227;,000776;,005215;,013402;,002356;,000058;,005587;,004933;,000045;,011149;,002423;,005501;,0;,0;,011994;,000608;,123028;,114949;,060144;,118907;,120618;,093897;,07597;,039411;,049573;,07921;,029076;,032444;,033909;,105747;,014705;,015893;,197738;,176379;,014523;,015895;,072757;,031855;,209545;,057967;,158532;,244404;,055261;,518619;,305629;,175737;,036243;,30314;,001915;,00166;,000599;,0;,000801;,00186;,0;,00023;,001675;,000892;,00028;,000226;,000647;,001683;,001301;,000458;
Leonard Cohen;,532394;,400212;,251688;,281303;,046707;,10159;,082776;,036732;,008428;,084633;,0;,672878;,032618;,014414;,300326;,486064;,839224;,831798;1,0;,768918;,751004;,752105;,599826;,642172;,883541;,448436;,762032;,769912;,845228;,588933;,715875;,335895;,032715;,014408;,090076;,044954;,010912;,006356;,055231;,065018;,055785;,011459;,103166;,014149;,030314;,027273;,013854;,027049;,214914;,204469;,365735;,219693;,268193;,207575;,203477;,275182;,255342;,272304;,339357;,199436;,135744;,225738;,197321;,202863;,047769;,021323;,068673;,101278;,039491;,059288;,026839;,021156;,0197;,136692;,016975;,020387;,130607;,025166;,011602;,021623;,032616;,0113;,004266;,003812;,082059;,008283;,131475;,149079;,13717;,140518;,025824;,126133;,051124;,011624;,048522;,065021;,114649;,432573;,143819;,156945;,117911;,08933;,0034;,115848;,196319;,127372;,202115;,106053;,156202;,111689;,045436;,171361;,40105;,049417;,021201;,073752;,045937;,088736;,031648;,022623;,043584;,131559;,073382;,116396;,002886;,026411;,013503;,036092;,013638;,001583;,004067;,0;,020116;,004679;,0;,003438;,002427;,003931;,002911;,000247;,002542;,002134;,002325;,003182;,003672;,009852;,004543;,0;,016268;,011176;,000046;,006549;,00257;,003884;,000266;,035199;,012183;,007342;,004345;,007145;,04206;,000522;,006863;,014933;,005022;,000127;,008288;,005092;,000594;,018177;,00537;,008129;,0;,0;,018695;,001937;,236918;,194172;,05329;,188627;,193415;,149773;,17981;,078151;,073621;,126807;,220867;,064291;,04961;,218766;,03373;,025457;,037166;,026626;,010597;,020703;,036787;,047443;,031092;,104977;,017567;,040354;,109784;,334863;,211322;,011394;,048901;,176005;,000066;,000065;,00006;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;
Joan Baez;,509202;,397648;,380653;,271094;,190529;,283224;,068456;,052269;,02305;,059665;,015779;,649206;,036661;,041676;,344447;,433654;,833905;,908238;,768918;1,0;,694312;,819083;,735263;,777797;,774191;,611361;,802915;,853876;,821976;,601006;,696687;,442321;,007399;,005256;,161706;,015945;,003438;,003839;,160049;,022429;,022688;,002048;,182014;,002717;,0076;,006669;,002395;,006408;,073548;,063084;,23251;,112554;,153915;,058349;,059691;,10457;,144706;,162569;,258731;,060921;,186543;,091009;,068634;,058977;,025759;,024269;,084771;,039959;,050077;,167491;,01398;,043702;,127666;,055775;,214797;,012934;,237548;,162327;,094611;,14476;,017847;,003348;,001852;,000885;,076226;,00273;,111612;,149403;,096917;,109798;,027535;,101972;,021024;,003254;,01109;,029266;,025425;,247331;,024759;,024375;,065103;,019189;,0;,019717;,037829;,0301;,042987;,158849;,03039;,019228;,007983;,034186;,379581;,025218;,009899;,045904;,022733;,050391;,009812;,021332;,0112;,02918;,013353;,018461;,000766;,005916;,003112;,01726;,006252;,000886;,020566;,0;,003603;,002039;,003918;,000644;,00104;,00163;,001246;,000578;,000647;,000632;,000881;,002469;,000317;,001279;,001205;,0;,002458;,004435;,0;,130936;,002929;,001694;,000339;,005491;,003661;,000562;,0;,001226;,024501;,002702;,004764;,015004;,001152;,000742;,002487;,001758;,0;,008768;,001477;,015069;,0;,0;,006779;,00045;,24195;,281944;,096466;,274703;,23812;,15653;,140565;,061893;,085255;,091485;,069325;,04207;,152619;,279537;,033482;,028814;,157341;,140951;,005623;,007534;,054258;,017457;,167774;,043421;,125258;,194616;,036543;,422434;,199657;,141516;,024966;,237422;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001611;,0;,0;,0;
Townes van Zandt;,799547;,788139;,580046;,668817;,356503;,469806;,471781;,39802;,401786;,442784;,289588;,843644;,415568;,353335;,627817;,819632;,676829;,694083;,751004;,694312;1,0;,782071;,503768;,557638;,734883;,436322;,898846;,659431;,715549;,81507;,551651;,337782;,005439;,001986;,022365;,016289;,000854;,000898;,011181;,013515;,011159;,00141;,040923;,001924;,005668;,004949;,001779;,00483;,049932;,049456;,19716;,044828;,121387;,045896;,044892;,107585;,115468;,143289;,22129;,044379;,031043;,074645;,052744;,044623;,011609;,010525;,016847;,038834;,018717;,011738;,008592;,001454;,001187;,027866;,000687;,010354;,102681;,016897;,014241;,015817;,001404;,00091;,000593;,000199;,002646;,000786;,005005;,004822;,005058;,005313;,000729;,004745;,002768;,000867;,002492;,003125;,00541;,262662;,006225;,007852;,055468;,004025;,0;,007375;,011058;,005987;,009921;,004965;,00674;,009606;,00157;,00789;,212551;,001969;,000944;,003187;,002321;,003636;,001792;,001272;,002227;,006485;,003155;,004249;,000301;,001457;,00097;,001908;,005282;,00033;,000503;,0;,000988;,000576;,001541;,000253;,000545;,000528;,000426;,000207;,00017;,000166;,000312;,000793;,000214;,00035;,000095;,0;,000527;,000353;,0;,000151;,000079;,000533;,000089;,001305;,000225;,000276;,000154;,000307;,017581;,0;,005246;,011251;,000264;,000053;,000382;,000256;,000083;,000477;,000277;,00423;,0;,0;,005283;,000152;,013817;,010212;,0;,013194;,005965;,044232;,026752;,008373;,04082;,045538;,044848;,002876;,005767;,018058;,095678;,007481;,010356;,007224;,0;,001855;,004171;,006561;,011546;,023279;,000284;,01501;,022473;,229948;,021289;,000602;,012677;,097659;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,00076;,0;,0;,0;
Pete Seeger;,50459;,448984;,257318;,318146;,035169;,156667;,072958;,044338;,028073;,067268;,017606;,63598;,033722;,036484;,342528;,485075;,750475;,747421;,752105;,819083;,782071;1,0;,499589;,565703;,747474;,601746;,942819;,748705;,775626;,592603;,600989;,483974;,00108;,000762;,007155;,008564;,000202;,001968;,002852;,005196;,006551;,0005;,024369;,000606;,001389;,001193;,000445;,001117;,01334;,012559;,189812;,01817;,115996;,008139;,008839;,051748;,109982;,136709;,240221;,008343;,008701;,043721;,009903;,008148;,006353;,009434;,012344;,013008;,016705;,004263;,005079;,006065;,013995;,009895;,008397;,007472;,069969;,011535;,00551;,010908;,002134;,000543;,000536;,0;,011018;,000594;,016877;,021793;,015276;,015508;,004284;,015846;,002295;,000351;,000442;,00512;,000959;,230755;,001132;,000518;,061729;,000571;,002013;,001033;,00124;,001362;,000775;,000729;,000188;,00711;,00329;,001326;,147437;,004678;,000268;,006136;,04738;,013118;,009515;,054269;,000491;,002791;,000491;,0;,002136;,000267;,000328;,033294;,003876;,000312;,069916;,0;,000487;,000933;,002186;,002634;,000332;,000428;,000967;,000762;,001565;,000529;,000344;,000731;,0;,0;,000403;,000206;,0;,0;,0;,0;,000169;,000693;,000126;,000511;,0;,0;,000328;,000187;,015348;,000155;,006228;,015647;,000482;,002711;,000812;,000799;,000352;,003537;,000079;,003803;,0;,0;,009021;,0;,029371;,033431;,014847;,036541;,028967;,030035;,025265;,011765;,02159;,035409;,012074;,006339;,018078;,03172;,011699;,005463;,00896;,004697;,0;,005647;,005972;,008244;,009242;,018879;,000067;,009998;,017272;,246637;,010528;,000683;,012554;,063429;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,000839;,0;,0;,0;
Suzanne Vega;,331687;,267398;,434427;,190797;,400163;,374346;,06665;,019536;,008569;,046675;,0;,479305;,038261;,019406;,204717;,331206;,506882;,816915;,599826;,735263;,503768;,499589;1,0;,86562;,582887;,312117;,495758;,499559;,563265;,398561;,45444;,401095;,009356;,006852;,246028;,015535;,007581;,006838;,259168;,007728;,010089;,006369;,266505;,00676;,00692;,006261;,006213;,006642;,009337;,006974;,103215;,012749;,049457;,001273;,001976;,057132;,045475;,056991;,10619;,001692;,251396;,021285;,003673;,003555;,010953;,023733;,00932;,005605;,030302;,247231;,009819;,016702;,033635;,005833;,247;,012989;,455063;,284706;,153677;,250157;,01174;,007014;,003832;,001324;,021453;,006161;,045435;,03783;,078533;,048284;,007742;,056622;,02282;,006689;,022818;,0487;,098155;,413534;,200044;,198546;,170146;,077272;,028345;,170323;,202383;,097134;,147922;,34724;,142917;,206312;,11058;,167138;,602642;,023324;,008222;,0382;,043027;,056938;,02233;,023236;,029935;,119959;,08996;,084375;,025229;,018726;,014609;,024667;,038859;,001669;,013487;,0;,036694;,022904;,005985;,029831;,005794;,010505;,013812;,005867;,026276;,005194;,005883;,010337;,005655;,021455;,012781;,0;,029942;,062154;,000043;,260717;,009257;,004485;,005477;,106049;,031808;,018443;,004582;,010073;,023075;,0;,004753;,008385;,023889;,00106;,074489;,082058;,0;,100199;,015475;,004137;,0;,0;,12035;,000673;,065319;,04712;,002904;,096327;,056626;,066258;,035499;,027522;,022594;,083686;,021797;,019294;,032462;,042574;,00738;,010415;,554782;,520814;,250308;,258788;,311513;,328785;,503656;,246971;,481336;,586123;,311773;,765457;,534391;,467309;,313926;,556466;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,002391;,0;,000659;,0;
Tracy Chapman;,366767;,290988;,404258;,206931;,300211;,322408;,060616;,017915;,004614;,046175;,0;,489848;,024608;,012966;,217823;,35022;,567894;,870164;,642172;,777797;,557638;,565703;,86562;1,0;,629806;,361535;,575571;,549076;,660124;,473;,483569;,313344;,011792;,007687;,247194;,019887;,00928;,006296;,267423;,035838;,022408;,009644;,394746;,007543;,01086;,00978;,00707;,010006;,049349;,052126;,202122;,048947;,107219;,04165;,044593;,094885;,090215;,104864;,194265;,04667;,399112;,071629;,041869;,059527;,217979;,290507;,308616;,306335;,31934;,501482;,304477;,256594;,18521;,040125;,421274;,270846;,5891;,50165;,492048;,457997;,012436;,006131;,002992;,001604;,025559;,004806;,04546;,044925;,054945;,048437;,007769;,045984;,022329;,006161;,021361;,030579;,060592;,304238;,084542;,093458;,112384;,046214;,005723;,081248;,110928;,06406;,098931;,27657;,082351;,085245;,036908;,091563;,533307;,019058;,006281;,029061;,027609;,038608;,016537;,016722;,02121;,070201;,040267;,047669;,005769;,013223;,008849;,020041;,017631;,001887;,010311;,0;,013682;,011566;,004661;,006553;,005775;,005324;,008423;,004748;,016087;,002172;,003249;,017065;,002767;,008115;,00368;,0;,011432;,023791;,000077;,218565;,006648;,002955;,002152;,038878;,015335;,006959;,003579;,005084;,023239;,015663;,008151;,009954;,014356;,000482;,038819;,02974;,002375;,032362;,006919;,013852;,0;,0;,03714;,000866;,073323;,057571;,005276;,075339;,059967;,065314;,054181;,055481;,026965;,075159;,111851;,023642;,028137;,05861;,01064;,010221;,33508;,310987;,084728;,115172;,137859;,185798;,418934;,217826;,288825;,465916;,137715;,571981;,379544;,304345;,123667;,420511;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,0;,001874;,0;,001797;,0;
